## 0101	シド
哲学	25.18467
裁判例	25.162743
アウシュヴィッツ強制収容所	25.162743
ナチス・ドイツ	25.162743
ナチ党	25.162743
1842年開業の鉄道駅	25.156967
ブランデンブルクの建築物	25.156967
ブランデンブルクの交通	25.156967
サッカーリーグ	25.149937
ドイツのサッカー大会	25.149937
列車愛称 ら	25.129864
オランダの鉄道	25.129864
航空のサービス	25.11448
インターネット接続	25.11448
プロテスタントの教会堂	25.094727
ドイツの教会堂	25.094727
キリスト教	25.094727
歯学	25.091072
医学	25.091072
歯科医療	25.091072
参照方法	25.057348
1908年生	25.057348
1994年没	25.057348
クラブによる国際サッカー大会	25.038754
UEFA女子チャンピオンズリーグ	25.038754
女子サッカーの国際大会	25.038754
ドイツの音楽関連組織	25.027977
ヨーロッパのコンサートホール	25.027977
キッカーズ・オッフェンバッハの選手	25.01677
バイエルン・ミュンヘンの選手	25.01677
ドイツの音楽学校	25.015179
フランクフルト音楽・舞台芸術大学	25.015179
舞踏の専門教育機関	25.015179
ドイツの補給艦	24.991282
2002年竣工船	24.991282
ベルリン自由大学の教員	24.98694
1949年生	24.98694
コンスタンツ大学の教員	24.98694
エッセン出身の人物	24.98694
1936年生	24.952805
フンボルト大学ベルリンの教員	24.952805
ハンブルク大学の教員	24.952805
ボルシア・ドルトムントの選手	24.936853
1967年生	24.936853
1990 FIFAワールドカップ出場選手	24.936853
ユヴェントスFCの選手	24.936853
1998 FIFAワールドカップ出場選手	24.936853
1994 FIFAワールドカップ出場選手	24.936853
VfLヴォルフスブルクの選手	24.922335
天然痘で死亡した人物	24.907768
1755年没	24.907768
化学の賞	24.903992
ドイツの賞	24.903992
物理学の賞	24.903992
科学技術の賞	24.903992
19世紀の自然科学者	24.896774
1886年没	24.896774
ドイツ帝国の政治家	24.896774
ドイツの公衆衛生学者	24.896774
ドイツの医師	24.896774
フリーメイソン	24.896774
1809年生	24.896774
ドイツのサッカークラブ	24.891985
ヘッセンのサッカークラブ	24.891985
分割都市	24.88945
ブランデンブルク州の行政区画	24.88945
ハンザ同盟	24.88945
VfBシュトゥットガルトの選手	24.88756
1981年生	24.88756
ドイツ帝国の法	24.883467
ドイツの憲法典	24.883467
ドイツの政治	24.883467
1848年の法	24.883467
歴史	24.883467
歴史上の憲法	24.883467
憲法草案	24.883467
美術館	24.85717
ドイツの建築物	24.843424
ドイツの経済	24.843424
ドイツの企業	24.836226
ロンドン証券取引所上場企業	24.836226
1858年	24.822546
ドイツの動物園	24.822546
動物園	24.822546
1859年開業の鉄道駅	24.821167
ケルンの鉄道駅	24.821167
1970年没	24.816933
1886年生	24.816933
ダルムシュタット工科大学の教員	24.816933
ドイツの建築家	24.816933
都市計画家	24.816933
美術家	24.816933
ゲーテ	24.803196
自動車展示会	24.7893
電気自動車	24.7893
1992年生	24.777456
ACスパルタ・プラハの選手	24.777456
サッカーチェコ代表選手	24.777456
チェコのサッカー選手	24.777456
プラハ出身の人物	24.777456
ドイツの公園	24.766611
ヨーロッパの路面電車	24.766611
交通安全	24.766611
フランクフルト音楽・舞台芸術大学の人物	24.759579
教育機関別人名一覧	24.759579
アイントラハト・フランクフルト	24.74575
2006 FIFAワールドカップ競技場	24.74575
FIFA女子ワールドカップ競技場	24.74575
UEFA欧州選手権競技場	24.74575
1974 FIFAワールドカップ競技場	24.74575
開閉式ドームスタジアム	24.74575
ドイツのアメリカンフットボール競技施設	24.74575
1926年生	24.731173
1954 FIFAワールドカップ出場選手	24.731173
2008年没	24.731173
1953年生	24.70695
ドイツのフルート奏者	24.70695
ベルリン芸術大学の教員	24.70695
リコーダー奏者	24.70695
ドイツの自転車選手	24.704176
1954年生	24.704176
ドーピング違反の自転車選手	24.704176
世界選手権自転車競技大会トラックレース優勝者	24.704176
ベルギーの鉄道	24.697943
列車愛称 さ	24.697943
オペラ作曲家	24.688091
1932年没	24.688091
1864年生	24.688091
オーストリアの作曲家	24.688091
オーストリアの指揮者	24.688091
オーストリア・ユダヤ系ドイツ人	24.688091
ブコビナ・ユダヤ人	24.688091
ユダヤ人の作曲家	24.688091
ユダヤ系オーストリア人	24.688091
ルーマニア・ユダヤ系ドイツ人	24.688091
オーストリアの貴族	24.679836
1855年没	24.679836
1788年生	24.679836
NFLのかつて存在したチーム	24.671867
スポーツ	24.671867
ベルリンの建築物	24.66047
フランクフルト・アム・マインの教育	24.66047
ドイツの図書館	24.66047
ベルリンの教育	24.66047
ベルリンの文化	24.66047
ライプツィヒの建築物	24.66047
ライプツィヒの教育	24.66047
ライプツィヒの文化	24.66047
国立図書館	24.66047
ドイツのホルン奏者	24.645458
1955年生	24.645458
ハンス・アイスラー音楽大学ベルリンの教員	24.645458
サッカーの賞	24.638962
ドイツのサッカー	24.638962
サッカー選手	24.631815
HNKハイデュク・スプリトの選手	24.631815
クロアチアのサッカー選手	24.631815
ハーナウ出身の人物	24.631815
1988年生	24.631815
	24.608738
1989年生	24.6078
サッカーペルー代表選手	24.6078
ペルーのサッカー選手	24.6078
出典を必要とする存命人物記事/2014年5月	24.6078
LGBTの歴史	24.607533
銅像	24.607533
ザールラント州出身の人物	24.59299
科学者	24.558514
メリーランド大学カレッジパーク校の教員	24.558514
ハンブルガーSVの選手	24.5363
ニーダーザクセン州出身の人物	24.5363
1983年生	24.5363
ブーフホルツ出身の人物	24.5363
1947年生	24.4982
IBMの人物	24.4982
ノーベル物理学賞受賞者	24.4982
2000年没	24.487732
1912年生	24.487732
ドイツの法学者	24.487732
レジオンドヌール勲章受章者	24.487732
法制史学者	24.487732
OFKベオグラードの選手	24.475636
1991年生	24.475636
TSV1860ミュンヘンの選手	24.475636
サッカーセルビア代表選手	24.475636
セルビアのサッカー選手	24.475636
ベオグラード出身の人物	24.475636
ヴェルダー・ブレーメンの選手	24.475636
ドイツの陶芸	24.4603
ドイツの陶磁器メーカー	24.4603
企業	24.4603
1975年生	24.4603
パナシナイコスFCの選手	24.4603
AEKアテネFCの選手	24.4603
経済	24.456139
多国籍企業	24.453808
ノーベル化学賞受賞者	24.417517
ドイツの生化学者	24.417517
1948年生	24.417517
マックス・プランク研究所の人物	24.417517
ルートヴィヒスブルク出身の人物	24.417517
1916年没	24.415138
1853年生	24.415138
ロマン派の作曲家	24.415138
1979年生	24.403461
サッカーマケドニア共和国代表選手	24.403461
スコピエ出身の人物	24.403461
マケドニア共和国のサッカー選手	24.403461
1914年没	24.39357
1842年生	24.39357
ドイツの化学者	24.39357
ツインタワー	24.392553
1984年竣工の建築物	24.392553
フランクフルトの高層建築物	24.392553
ヨーロッパの超高層ビル	24.392553
高さ150m以上200m未満の超高層ビル	24.392553
2010 FIFAワールドカップ出場選手	24.36698
1980年生	24.36698
2002 FIFAワールドカップ出場選手	24.36698
1.FSVマインツ05の選手	24.36698
FCソウルの選手	24.36698
SCフライブルクの選手	24.36698
アルミニア・ビーレフェルトの選手	24.36698
韓国のサッカー選手	24.36698
セルティックの選手	24.36698
サッカー韓国代表選手	24.36698
1744年生	24.359905
1812年没	24.359905
プロイセン王国	24.349442
## 0118	東方神起
東方神起の楽曲	1533.1709839999999
H.U.B.が制作した楽曲	767.4552749999999
東方神起のアルバム	532.7072989999999
存命人物	522.416086
オリコンシングルチャート1位獲得作品	495.057901
東方神起	491.0074419999999
長大な音楽作品名	311.495727
2007年のシングル	309.615008
Japan Hot 100チャート1位獲得作品	304.86710000000005
歌手	296.82066
韓国の歌手	296.82066
東方神起の映像作品	273.401095
アルバム	268.038833
1986年生	237.456528
松尾潔が制作した楽曲	230.24123000000003
シングル	228.51513
2009年のシングル	227.442905
松浦勝人がプロデュースしたアルバム	223.16687
2008年のシングル	192.093616
コマーシャルソング	191.22452599999997
2006年のシングル	191.103314
日本のシンガーソングライター	178.092396
エイベックス・グループのアーティスト	171.82947000000001
日本の歌手	157.1894
ライブ・ビデオ	154.942368
2013年のシングル	154.558823
オリコンアルバムチャート1位獲得作品	149.331995
オリコン月間アルバムチャート1位獲得作品	149.331995
NHK紅白歌合戦歌唱楽曲	148.922415
NHK紅白歌合戦出演者	134.82265
韓国の歌手グループ	134.82265
ソウル特別市出身の人物	118.728264
日本の作曲家	116.15823
2005年のシングル	116.01906200000002
鈴木大輔が制作した楽曲	115.65099700000002
2010年のアルバム	115.475105
2011年のシングル	114.645352
2010年のシングル	113.588855
関西テレビ火曜10時枠の連続ドラマの主題歌	111.87928499999998
2014年のゴールドディスク	109.58776999999999
2013年の音楽関連の映像作品	79.511702
リミックス・アルバム	78.043545
2007年のアルバム	77.924099
2013年のゴールドディスク	77.71623600000001
東京都出身の人物	77.47421
音楽家	77.47421
日本の音楽プロデューサー	77.2986
2012年のシングル	77.273968
2008年のアルバム	76.922406
韓国のテレビドラマ主題歌	75.98970800000001
オリコン月間シングルチャート1位獲得作品	75.957165
原一博が制作した楽曲	75.893337
NHK紅白歌合戦歌唱楽曲・作詞者・作曲者	75.467956
TBSドラマ30の主題歌	75.164398
リメイク楽曲	75.13383999999999
フジテレビのテレビアニメ主題歌	74.544228
ONE PIECEのアニメソング	74.544228
2006年のアルバム	73.75936300000001
2014年のシングル	73.49089
韓国の音楽	73.446476
エイベックス・グループの楽曲	72.53097600000001
1988年生	59.364132
JFNCの番組	59.364132
忠清南道出身の人物	59.364132
京畿道出身の人物	59.364132
倖田來未の楽曲	40.182316
コラボレーション・シングル	40.182316
天使を題材とした楽曲	40.182316
2004年のアルバム	39.933533
ベスト・アルバム	39.81961
エイベックス・グループのアルバム	39.81961
アニメ映画主題歌	39.67331
映画主題歌	39.230293
2004年のシングル	39.230293
菓子のコマーシャルソング	39.230293
2009年の音楽関連の映像作品	39.157066
NHKのテレビドラマ主題歌	39.134975
嬰ニ短調の曲	39.134975
海を題材とした楽曲	39.010456
2012年の音楽関連の映像作品	38.947025
音楽	38.947025
1978年生	38.85963
アニメ音楽の作曲家	38.85963
日本の編曲家	38.85963
2007年の音楽関連の映像作品	38.80285
化粧品のコマーシャルソング	38.745094
Jin Nakamuraが制作した楽曲	38.745094
冬を題材とした楽曲	38.745094
神奈川県出身の人物	38.68402
夏を題材とした楽曲	38.668545
トリプルA面シングル	38.668545
2012年のアルバム	38.65506
1959年生	38.61458
日本のキーボーディスト	38.61458
出典を必要とする存命人物記事/2014年8月	38.61458
2006年の音楽関連の映像作品	38.569496
有害指定された作品	38.535248
表現規制問題	38.535248
1975年生	38.461136
鹿児島県出身の人物	38.461136
2014年没	38.461136
日本の作詞家	38.461136
2008年の音楽関連の映像作品	38.412956
H-wonderが制作した楽曲	38.31165
2013年のアルバム	38.023254
ハローキティ	38.023254
クリスマスソング	38.006424
2005年のアルバム	38.006424
日本テレビの主題歌	38.006424
富樫明生が制作した楽曲	38.006424
太陽を題材とした楽曲	38.006424
シボレー・MWのコマーシャルソング	37.96185
