## IMINE2-J-001	cvs
オープンソース	241.53808900000004,
イギリスのボクシング会場	42.861549999999994,0.7683838094912765
イングランドのサッカークラブ	63.942702000000004,0.8463654902882191
イギリスのオーケストラ	20.970755,0.6973320631769403
イングランドの研究所	20.903402,0.7064709069183924
イギリスの鉄道路線	21.793993,0.7184950519382108
イングランド系カナダ人	21.078577,0.7171027038323046
中国のサッカー選手	41.856583,0.7911618315337156
育成年代のサッカー大会	21.566936,0.7199826941470551
ジブラルタル系イギリス人	21.028059,0.723210919192244
マンチェスターの交通	65.297634,0.8829177418486469
アルゼンチンのオリンピック金メダリスト	21.243706,0.7335305798691486
コモンウェルスゲームズ	21.089989,0.7347181201538336
アーセナルFCの選手	83.587244,0.9584530342426484
イングランドのサッカークラブの代表者	20.943882,0.7451762493629497
テリア	21.186914,0.7484069716572972
リオグランデ・ド・スル州出身の人物	21.196949,0.7498575846354166
マンチェスターの組織	41.874157,0.8290207535319294
イギリスのバスケットボール競技施設	21.509762,0.7585457224020995
クリーブランド級軽巡洋艦	21.120106,0.7573796577610598
インターナショナル・チャンピオンズ・カップ	21.404083,0.7586163109603624
サッカー選手	42.020484999999994,0.8330555555555555
スコットランドのサッカー指導者	21.083855,0.7614617664628617
マンチェスターの歴史	42.951343,0.8513316494025164
ニューヨーク州ロチェスター出身の人物	20.943882,0.7754480934927983
UEFAチャンピオンズリーグ	62.841572,0.9261589898003472
イングランドの鉄道駅	43.503641,0.8602842626677764
ルーマニアのサッカー選手	20.934603,0.7805444698123459
エディンバラ出身の人物	21.083855,0.7815342039915244
デンマークのサッカー選手	20.974934,0.7836541556720902
カナダのサッカー選手	21.078577,0.7861576854967643
アルゼンチンのサッカー選手	21.243706,0.7868603888974226
ラグビーワールドカップ競技場	21.319399,0.7885691617905521
イングランドの美術館	21.200829,0.7882773655090658
ステージコーチ・グループの鉄道事業者	21.793993,0.7907285034091976
ポルトガルのサッカー選手	21.094357,0.7898980056428573
ベルギーのサッカー選手	20.934168,0.7898980056428573
スコットランドのサッカー選手	42.444817,0.8699333430407676
オックスフォード大学の教員	21.236677,0.8016144024884259
クリスタル・パレスFCの選手	62.968584,0.9584530342426484
クイーンズ・パーク・レンジャーズFCの選手	62.96464,0.9584530342426484
レスター・シティFCの選手	63.131638,0.9598755696136158
バークレイズ・グループ	21.21378,0.8115819106867285
ロイヤル・アントワープの選手	62.828475999999995,0.9613474151234567
バーミンガム・シティFCの選手	63.019248,0.9625108172046467
カーディフ・シティFCの選手	62.948949999999996,0.9625648362482853
アストン・ヴィラFCの選手	62.669581,0.9625108172046467
日本開催の国際サッカー大会	20.923798,0.814484897391229
ノッティンガム・フォレストFCの選手	62.865145,0.9637087640121313
グレーター・マンチェスターの交通	43.357303,0.9089478041409463
典礼カウンティ	21.733232,0.8337816559920328
ベルファスト出身の人物	20.869167,0.8372479852537722
北アイルランドのサッカー	21.096981,0.8390924780985937
イングランドの競技場	21.351788,0.8429595519852081
マートン・ロンドン特別区出身の人物	20.911015,0.8427154373805849
グリニッジ・ロンドン特別区出身の人物	20.883078,0.8427154373805849
ヘイヴァリング・ロンドン特別区出身の人物	20.867388,0.8427154373805849
ブエノスアイレス州出身の人物	21.243706,0.848853443287037
アバディーン出身の人物	21.360962,0.8503203059934108
ニューハンプシャー州の都市	20.89797,0.8526255666473764
ブラジルのオリンピック銀メダリスト	20.89395,0.8547734166805089
ユヴェントスFCの選手	42.121843999999996,0.9325899602944959
ノッティンガム出身の人物	20.958948,0.872671659493152
北アイルランドのサッカー選手	20.869167,0.8730901302242099
サッカースコットランド代表選手	42.444817,0.9523043760448817
育成年代の国際サッカー大会	21.096981,0.8815889016819916
プレストン出身の人物	21.153097,0.8826745052887087
UEFA	21.05581,0.8825244095971936
ウェストハム・ユナイテッドFCの選手	42.341339,0.9584530342426484
ハンプシャー出身の人物	20.924055,0.8839371432220222
グレーター・マンチェスター出身の人物	20.878138,0.8839371432220222
オリンピックサッカーイギリス代表選手	20.924055,0.8842192436644247
チェルシーFCの選手	41.794093000000004,0.9584530342426484
サウス・ヨークシャー出身の人物	21.060081,0.8851953214306129
プレストン・ノースエンドFCの選手	42.027524,0.9602761434756515
モルデFKの選手	42.043795,0.9613474151234567
イングランドの州	21.733232,0.8902116905181006
イングランドの女子サッカークラブ	21.057135,0.8901775688609778
大連実徳の選手	41.856583,0.9649996784979424
シェフィールド・ユナイテッドFCの選手	41.953391999999994,0.9655924144268689
ハル・シティAFCの選手	42.008759999999995,0.966619613500943
ニューカッスル・ユナイテッドFCの選手	41.921615,0.966619613500943
FIFAクラブワールドカップ	20.923798,0.8953974468717849
ウェスト・ブロムウィッチ・アルビオンFCの選手	42.132675,0.9707284097972393
ブラックバーン・ローヴァーズFCの選手	42.112044999999995,0.9707284097972393
香港のクラブに所属するサッカー選手	20.962667,0.8994664690718991
ブラガの選手	21.196949,0.9071412639853395
国内の最上位サッカーリーグ	21.21378,0.9109804635032651
サッカールーマニア代表選手	20.934603,0.9155296422664466
出典のページ番号が要望されている記事	21.243706,0.9166666666666666
サッカーデンマーク代表選手	20.974934,0.9184906204007346
サッカーアルゼンチン代表選手	21.243706,0.9202571960644575
サッカーベルギー代表選手	20.934168,0.9199711094678784
ASバーリの選手	20.878138,0.922827751253858
カークリーズ出身の人物	21.196287,0.9253972559799379
チェシャー・イースト出身の人物	20.95994,0.9250923648619682
FCバルセロナ	21.000706,0.9261058867026748
オリンピックサッカーアルゼンチン代表選手	21.243706,0.9278715120003618
サッカーブラジル代表選手	20.983929,0.9284627323298896
グレーター・マンチェスターのサッカークラブ	21.47024,0.9308747242115162
オリンピックサッカーブラジル代表選手	20.89395,0.9290889331251905
スタンダール・リエージュの選手	21.175863,0.9314294383359053
トリノFCの選手	21.360962,0.9325899602944959
LOSCリール・メトロポールの選手	21.094357,0.9318889853395063
タンパベイ・バッカニアーズ	20.943882,0.9320051781925154
シティ・オブ・サルフォード	21.061409,0.9334784915123457
アーセナルFC	21.01453,0.9344579957920547
チェルシーFC	20.90554,0.9344579957920547
ベティスの選手	21.04882,0.9413475758744856
国内のサッカースーパーカップ	21.681625,0.9463363166045096
UCサンプドリアの選手	20.878138,0.9450418856899434
国内のサッカーカップ戦	21.033466,0.9463363166045096
バイエルン・ミュンヘンの選手	21.078577,0.9487513663837449
オックスフォード大学のカレッジ	21.414762,0.9532190795396089
グレーター・マンチェスターの建築物	21.56331,0.9539759590138461
FCポリテフニカ・ティミショアラの選手	20.934603,0.9524644807205933
グレーター・マンチェスターのタウン	21.06268,0.9533086915402093
マンチェスター・シティFC	21.319399,0.9548424450341518
グレーター・マンチェスター	21.733232,0.9579890548643261
リヴァプールFC	21.511705,0.9575020077133701
大都市カウンティ	21.733232,0.9602909794560185
トッテナム・ホットスパーFCの選手	21.175863,0.9584530342426484
フラムFCの選手	20.958948,0.9584530342426484
ハダースフィールド・タウンFCの選手	21.360962,0.9602761434756515
バーンズリーFCの選手	21.060081,0.9602761434756515
イプスウィッチ・タウンFCの選手	21.028059,0.9602761434756515
ブリストル・シティFCの選手	20.958948,0.9602761434756515
バーンリーFCの選手	20.958948,0.9602761434756515
ボカ・ジュニアーズの選手	21.243706,0.9613474151234567
ワトフォードFCの選手	20.924055,0.9602761434756515
ミルウォールFCの選手	20.911015,0.9602761434756515
サッカー北アイルランド代表選手	20.869167,0.9604368375718022
オーデンセBKの選手	20.974934,0.9613474151234567
オーレスンFKの選手	20.974934,0.9613474151234567
ヴィチェンツァ・カルチョの選手	21.196949,0.9634601859889402
ダービー・カウンティFCの選手	21.028059,0.9637087640121313
コヴェントリー・シティFCの選手	21.04882,0.9655924144268689
ストーク・シティFCの選手	21.028059,0.966619613500943
サウサンプトンFCの選手	21.028059,0.966619613500943
ポーツマスFCの選手	20.958948,0.9668593892889803
レディングFCの選手	20.867388,0.9688447593825017
ミドルズブラFCの選手	21.144754,0.9707284097972393
ボルトン・ワンダラーズFCの選手	21.04882,0.9716702350046083
ウィガン・アスレティックFCの選手	20.924055,0.9716702350046083
コリンチャンスの選手	21.243706,0.9750192901234569
インテルナシオナルの選手	21.196949,0.9750192901234569
サントスFCの選手	21.196949,0.9750192901234569
ミラソウFCの選手	21.196949,0.9750192901234569
クリシューマECの選手	21.196949,0.9750192901234569
ECジュベントゥージの選手	21.196949,0.9750192901234569
トラフォード	21.22763,0.9846064814814814
孤立	21.366013,1.0
## IMINE2-J-016	PS
コンピュータゲーム	145.86582499999997,0.4833869047619048
存命人物	88.76672300000001,0.023881481481481483
企業	134.8374915,0.4950520833333333
自動車	124.02960200000001,0.5011111111111111
ゲームメーカー・ブランドの歴史	78.8489755,0.14112349324362136
ゲーム音楽の作曲家	66.8608485,0.3092656363890504
日本の作曲家	66.8608485,0.38613602430552457
IBMのパーソナルコンピュータ	69.627595,0.4228531950473605
無機化合物	11.142462,0.10504127627131099
汎用エンジン	22.57595,0.25236169894201443
ゲームクリエイター	33.049983,0.33285584317179046
BMWのエンジン	45.030969,0.4219551145767417
軍艦の一覧	11.192393,0.19130164162478755
数量の比較	11.368406,0.19974983753450212
エンジン	10.994802,0.2100039558491853
日本のコンピュータゲームメーカー・ブランド	56.069461,0.5234725168240286
異種原子	11.294141,0.21875
麻酔科学	11.096359,0.23313874464394768
2010年代の玩具	11.46158,0.23621819513474468
電子	11.294141,0.23700701613179398
プロデューサー	11.409195,0.24185936700751112
インタフェース規格	11.508065,0.24367219624417238
2010年設立の企業	10.977731,0.24152072416820272
栄養学	11.384463,0.2444444444444444
時間の比較	11.368406,0.2456719222183547
コンピュータに関する出版社	11.294141,0.24970222956653482
バンド計算	11.409195,0.26133294753086417
経営破綻した企業	11.297055,0.2667359322901038
ソニー・コンピュータエンタテインメント	55.91526,0.5824555600132708
ゲーム機	22.7816245,0.3823213294194747
ハロゲン化合物	11.142462,0.29801468460648145
自動車工学	10.994802,0.29814713586319724
名数3	11.142462,0.3029036722105358
地図会社	11.038161,0.3023314992520054
各国の軍艦	11.657844,0.31450726060996487
自動車のエンジン	11.296905,0.3119311088076332
オニウム	11.294141,0.3242211545674725
フォード	23.157873000000002,0.415106388882191
ドイツの技術者	11.623905,0.330042114914532
音楽家	33.213024,0.4958333333333334
フィリピン関連一覧	11.657844,0.33748286650610837
膜生物学	11.384463,0.3359418949777806
地図	11.038161,0.3339728581332397
コンピュータバス規格	11.110025,0.34013914730112915
国別コードトップレベルドメイン	11.42075,0.345380976621364
官能基	11.142462,0.34375
PlayStation	45.183418,0.6010500008591386
パレスチナの社会	11.42075,0.35065981971009297
1988年没	11.623905,0.362006604958897
1994年設立の企業	11.140688,0.3603493820964881
1999年設立の企業	10.991663,0.3603493820964881
