## IMINE2-J-001	cvs
オープンソース	241.53808900000004,
グレーター・マンチェスターの地方自治	155.884059,0.95401137447488
マンチェスター・ユナイテッドFC	148.28537100000003,0.9572713299870327
サンダーランドAFCの選手	146.667859,0.9693933390132029
1990年生	104.65475699999999,0.45664874627593444
マンチェスターのスポーツ	128.380276,0.8795099495318316
マンチェスター大学の教員	106.032881,0.7321361757687471
イングランドのサッカー	84.662971,0.7089305214207693
FAプレミアリーグ	84.335352,0.8597358252198716
2014年のサッカー	63.21607900000001,0.6297764740199545
2008年のサッカー	63.090028000000004,0.6297764740199545
アーセナルFCの選手	83.587244,0.9584530342426484
イングランドのサッカー大会	64.282027,0.7323982814065337
空港	42.767265,0.4398148148148148
ヴィクトリア・メダル受賞者	21.366013,0.1497584333664021
ブラジル出身の双子	41.877879,0.4454440646701389
1992年生	42.328959999999995,0.45664874627593444
1984年生	42.21864,0.45664874627593444
1988年生	42.209362,0.45664874627593444
1957年生	42.132675,0.45664874627593444
1989年生	42.121004,0.45664874627593444
1942年生	42.055769,0.45664874627593444
1981年生	41.961655,0.45664874627593444
サッカー中国代表選手	41.856583,0.4601583760439886
トロフィー	21.033466,0.19051265289208957
リスター予防医学研究所の人物	21.322895,0.21405123039071342
マンチェスターの教育	64.556416,0.814444587015297
イングランドのサッカー競技施設	64.428737,0.8170050496521601
ノーベル化学賞受賞者	21.322895,0.22438973893240105
マンチェスターの文化	63.464499,0.8153557004037145
ブラジルのサッカー選手	63.074828,0.8115844658342541
2011年のイギリス	42.000658,0.5227920176397461
イギリス	42.843551000000005,0.5368441358024691
地球物理学者	21.236677,0.2424344300745418
同名の地名	21.746208,0.2501157407407407
サッカーの試合	41.906245999999996,0.529976331085498
コンピュータ関連人物	21.196287,0.25
イングランドのサッカークラブ	63.942702000000004,0.8463654902882191
電気工学者	21.196287,0.254352926874357
学派	21.292915,0.2691235853450176
マンチェスターの交通	65.297634,0.8829177418486469
自由主義	21.292915,0.28429292837068265
大英帝国勲章	42.341041000000004,0.5965111468931388
イギリスのコンサート会場	42.829161,0.6171987920527666
1842年開業の鉄道駅	22.001497,0.3378698457048473
2011年のサッカー	42.000658,0.6297764740199545
19世紀の建築物	21.200829,0.34310190734923096
UEFAチャンピオンズリーグ	62.841572,0.9261589898003472
天文学	42.140079,0.6597222222222222
スポーツ	42.599751,0.6675405092592592
大連出身の人物	41.856583,0.6614918901105967
レスター・シティFCの選手	63.131638,0.9598755696136158
クリスタル・パレスFCの選手	62.968584,0.9584530342426484
クイーンズ・パーク・レンジャーズFCの選手	62.96464,0.9584530342426484
バーミンガム・シティFCの選手	63.019248,0.9625108172046467
カーディフ・シティFCの選手	62.948949999999996,0.9625648362482853
ロイヤル・アントワープの選手	62.828475999999995,0.9613474151234567
ノッティンガム・フォレストFCの選手	62.865145,0.9637087640121313
古典派経済学	21.292915,0.38700121252204583
アストン・ヴィラFCの選手	62.669581,0.9625108172046467
経済思想の歴史	21.292915,0.39341931216931214
王立協会	21.196287,0.39257748229585004
自転車競技場	21.351788,0.3956539854198817
大学	42.940495,0.6970486111111112
アメリカ合衆国の実業家	20.943882,0.3923131351154073
屋根付橋	21.06268,0.3939996978383006
南米年間最優秀選手賞受賞者	21.243706,0.3965446315184542
イングランドの大学	42.940495,0.6988475135611355
1844年開業の鉄道駅	21.502144,0.41098131656814924
2005年設立	21.25058,0.4085190175165037
航空事故死した人物	21.060081,0.4141133788456494
現存しないイギリスのサッカー競技施設	43.109338,0.722354055927069
双子のサッカー選手	41.877879,0.7086555721664952
選手兼任監督	20.878138,0.4234834647472994
ユダヤ系イギリス人	20.911009,0.4314010000595799
イギリスの経営大学院	21.615921,0.4473577053996271
バロンドール受賞者	21.360962,0.44673852488827803
1940年没	21.322895,0.4474425994436483
1946年竣工船	21.120106,0.4450250562737955
1970年没	21.236677,0.4474425994436483
2001年没	21.196287,0.4474425994436483
1958年没	21.060081,0.4474425994436483
2014年没	20.943882,0.4474425994436483
1939年没	20.932022,0.4474425994436483
1934年没	20.911009,0.4474425994436483
イギリスの工学者	21.196287,0.45412808641975305
1938年生	21.366013,0.45664874627593444
1940年生	21.360962,0.45664874627593444
1921年生	21.196287,0.45664874627593444
経済史	21.292915,0.4584215167548501
1993年生	21.097633,0.45664874627593444
1995年生	21.094357,0.45664874627593444
1932年生	21.060081,0.45664874627593444
1978年生	21.028059,0.45664874627593444
1975年生	20.962667,0.45664874627593444
1971年生	20.958948,0.45664874627593444
1979年生	20.945492,0.45664874627593444
1928年生	20.943882,0.45664874627593444
1987年生	20.934603,0.45664874627593444
1903年生	20.932022,0.45664874627593444
1985年生	20.93125,0.45664874627593444
1977年生	20.925333,0.45664874627593444
1966年生	20.878138,0.45664874627593444
1980年生	20.867388,0.45664874627593444
イギリスの物理学者	20.911009,0.4577567753688087
リオデジャネイロ州出身の人物	41.877879,0.7498575846354166
イングランドのサッカーのライバル対決	42.526235,0.7591382241536161
イングランドのサッカー指導者	42.022892,0.7525174065083925
1865年生	21.322895,0.46534837985289496
1888年生	21.236677,0.46534837985289496
イギリスの地理学者	21.366013,0.46849817346643513
双曲面構造	21.06268,0.46547513985339506
イギリスのボクシング会場	42.861549999999994,0.7683838094912765
2002年のスポーツ	21.089989,0.4676013711058062
1851年生	20.911009,0.46534837985289496
イギリスの化学者	21.322895,0.4784635172669569
イギリスの天文学者	21.236677,0.48195174282820763
サッカーの記録と統計	20.879288,0.48977632573457264
イギリスのプロレス会場	21.509762,0.4989192860711913
路面電車路線	21.793993,0.5071394041852422
学校	21.350155,0.5025462962962963
歩道橋	21.06268,0.49988533595625434
放送局のオーケストラ	20.970755,0.5004233282020583
天文学に関する記事	20.903402,0.5
中国のサッカー選手	41.856583,0.7911618315337156
スペイン系イギリス人	21.028059,0.5163713737247086
ブリュッセル出身の人物	20.934168,0.5174336763395622
2002年のイギリス	21.089989,0.5227920176397461
2015年のイギリス	20.87667,0.5227920176397461
2014年のイギリス	20.87667,0.5227920176397461
ヨーロッパの路面電車	21.793993,0.54868470382516
マンチェスターの組織	41.874157,0.8290207535319294
現存しない陸上競技場	21.319399,0.5439093629723784
2008年のロシア	20.90554,0.5395211511515131
サッカー選手	42.020484999999994,0.8330555555555555
マンチェスターの歴史	42.951343,0.8513316494025164
イングランドの鉄道駅	43.503641,0.8602842626677764
2014年のカナダ	21.404083,0.5589837052040466
イタリア系ブラジル人	21.196949,0.5602754267939815
ポルトガル系ブラジル人	21.094357,0.5598188938721707
イングランドサッカー殿堂	21.360962,0.5703805018751309
近現代の作曲家	20.932022,0.5672455818345215
イギリスの作曲家	20.932022,0.5707830978926135
スコットランドのサッカー選手	42.444817,0.8699333430407676
ニューハンプシャー州の空港	21.446243,0.5797396182185394
ロンドンのスポーツ	21.000706,0.5861654581839005
2010年のイングランド	20.999952,0.5931208104263117
ユダヤ系アメリカ人	20.943882,0.5930729219718759
イギリス開催の国際スポーツ競技大会	21.089989,0.5970072679558898
グレナダ系イギリス人	20.883078,0.5959813850308642
グレーター・マンチェスターの交通	43.357303,0.9089478041409463
イギリスの橋	21.06268,0.6041578448957977
犬の品種	21.186914,0.6060838206338107
モスクワのスポーツ	20.90554,0.6175652237531524
NFLのオーナー	20.943882,0.6198805548690146
2007年のサッカー	21.024876,0.6297764740199545
2010年のサッカー	20.999952,0.6297764740199545
2014年のアメリカ合衆国のスポーツ	21.404083,0.635617223110818
2013年のサッカー	20.935326,0.6297764740199545
BBCの音楽	20.970755,0.6306711931158243
フランクフルト・アム・マイン出身の人物	20.911009,0.6300453384880829
2015年のサッカー	20.87667,0.6297764740199545
ドイツ系イギリス人	20.911009,0.6360277812383902
ユヴェントスFCの選手	42.121843999999996,0.9325899602944959
カルガリー出身の人物	21.078577,0.6483450681584361
学校	21.615921,0.6575231481481482
サッカースコットランド代表選手	42.444817,0.9523043760448817
イギリスの屋内競技施設	21.509762,0.6636163893543972
クラシック音楽	20.932022,0.6600198412698413
音楽家	20.932022,0.6611111111111112
科学者	21.236677,0.6655555555555555
ウェストハム・ユナイテッドFCの選手	42.341339,0.9584530342426484
イギリスの空港	21.56331,0.6735373221126137
プレストン・ノースエンドFCの選手	42.027524,0.9602761434756515
第一級指定建築物	21.200829,0.6721099178138038
モルデFKの選手	42.043795,0.9613474151234567
ラッセル・グループ	21.350155,0.6743925624517747
チェルシーFCの選手	41.794093000000004,0.9584530342426484
エジプトの空港	21.203955,0.6761917004988044
シェフィールド・ユナイテッドFCの選手	41.953391999999994,0.9655924144268689
ハル・シティAFCの選手	42.008759999999995,0.966619613500943
大連実徳の選手	41.856583,0.9649996784979424
ニューカッスル・ユナイテッドFCの選手	41.921615,0.966619613500943
ウェスト・ブロムウィッチ・アルビオンFCの選手	42.132675,0.9707284097972393
ブラックバーン・ローヴァーズFCの選手	42.112044999999995,0.9707284097972393
サッカーのランキング	20.879288,0.6782826116883385
キャヴェンディッシュ研究所の人物	20.911009,0.6878737692924624
イギリスのオーケストラ	20.970755,0.6973320631769403
イギリスの鉄道路線	21.793993,0.7184950519382108
イングランドの研究所	20.903402,0.7064709069183924
育成年代のサッカー大会	21.566936,0.7199826941470551
イングランド系カナダ人	21.078577,0.7171027038323046
ジブラルタル系イギリス人	21.028059,0.723210919192244
アルゼンチンのオリンピック金メダリスト	21.243706,0.7335305798691486
コモンウェルスゲームズ	21.089989,0.7347181201538336
テリア	21.186914,0.7484069716572972
イングランドのサッカークラブの代表者	20.943882,0.7451762493629497
リオグランデ・ド・スル州出身の人物	21.196949,0.7498575846354166
イギリスのバスケットボール競技施設	21.509762,0.7585457224020995
インターナショナル・チャンピオンズ・カップ	21.404083,0.7586163109603624
クリーブランド級軽巡洋艦	21.120106,0.7573796577610598
スコットランドのサッカー指導者	21.083855,0.7614617664628617
ニューヨーク州ロチェスター出身の人物	20.943882,0.7754480934927983
ステージコーチ・グループの鉄道事業者	21.793993,0.7907285034091976
エディンバラ出身の人物	21.083855,0.7815342039915244
ルーマニアのサッカー選手	20.934603,0.7805444698123459
アルゼンチンのサッカー選手	21.243706,0.7868603888974226
デンマークのサッカー選手	20.974934,0.7836541556720902
ラグビーワールドカップ競技場	21.319399,0.7885691617905521
カナダのサッカー選手	21.078577,0.7861576854967643
イングランドの美術館	21.200829,0.7882773655090658
ポルトガルのサッカー選手	21.094357,0.7898980056428573
ベルギーのサッカー選手	20.934168,0.7898980056428573
オックスフォード大学の教員	21.236677,0.8016144024884259
バークレイズ・グループ	21.21378,0.8115819106867285
日本開催の国際サッカー大会	20.923798,0.814484897391229
典礼カウンティ	21.733232,0.8337816559920328
北アイルランドのサッカー	21.096981,0.8390924780985937
イングランドの競技場	21.351788,0.8429595519852081
ベルファスト出身の人物	20.869167,0.8372479852537722
マートン・ロンドン特別区出身の人物	20.911015,0.8427154373805849
グリニッジ・ロンドン特別区出身の人物	20.883078,0.8427154373805849
ヘイヴァリング・ロンドン特別区出身の人物	20.867388,0.8427154373805849
アバディーン出身の人物	21.360962,0.8503203059934108
ブエノスアイレス州出身の人物	21.243706,0.848853443287037
ニューハンプシャー州の都市	20.89797,0.8526255666473764
