## IMINE2-J-001	cvs
オープンソース	241.53808900000004,
映画の登場人物	44.60697,0.45397494045974685
コンピュータゲーム	89.21394,0.46831012419866497
文学	44.60697,0.46629157439950386
酒	89.21394,0.4763722754809235
1997年開業の施設	44.60697,0.4695607662065955
2006年の小説	44.60697,0.4700604069833308
漫画	133.82091,0.48585928053163147
継続中の作品	89.21394,0.4891071357716089
ラジオ番組	44.60697,0.4827788833786761
野球のユニット	133.82091,0.5082065529997417
2002年の映画	44.60697,0.49455144233425197
日本のスポーツ	44.60697,0.5136291689960679
1985年の日本プロ野球	89.21394,0.5244255872962288
日本の都市伝説	44.60697,0.5194376082773001
1982年の日本プロ野球	44.60697,0.5244255872962288
2009年の日本	44.60697,0.5313883332612506
1985年の日本	44.60697,0.532872955357483
応援歌	133.82091,0.5502523578751195
クイズゲーム	44.60697,0.548352625749421
1997年竣工の建築物	44.60697,0.5501948648427858
2008年のコンピュータゲーム	44.60697,0.5533860011386957
ト長調の曲	44.60697,0.5592170659416029
分冊百科	44.60697,0.5620879453417096
仮想移動体通信事業者	134.82265,0.5884492772455134
鉄道の文学	44.60697,0.5830306976051522
立川清登の楽曲	44.60697,0.5930472054725392
日本におけるモダン・ムーブメントの建築選	44.60697,0.59619378496426
2005年のテレビドラマ	44.60697,0.6020638945789649
日本プロ野球のライバル対決	44.60697,0.6030820530555794
昭和時代戦後の事件	89.21394,0.6181297199832357
1956年の野球	44.60697,0.612874326113507
1962年の野球	44.60697,0.612874326113507
1959年の野球	44.60697,0.612874326113507
1964年の野球	44.60697,0.612874326113507
1978年の野球	44.60697,0.612874326113507
1949年の野球	44.60697,0.612874326113507
日本の野球	44.60697,0.6153081166639108
1936年の楽曲	44.60697,0.6231639183228771
4コマ漫画	44.60697,0.6270183286792081
阪急阪神東宝グループ	134.82265,0.6459186896418161
日本の野球史	178.42788,0.6652870382206976
焼酎	89.21394,0.6545871970991329
いしいひさいち	44.60697,0.6495088695655946
水島新司	44.60697,0.6495088695655946
日本の野球場一覧	44.60697,0.6496112020049026
密閉式ドームスタジアム	44.60697,0.6568461451903291
日本のスポーツ雑誌	44.60697,0.6644406122990384
1980年のアニメ映画	44.60697,0.6698137680307651
1979年のアニメ映画	44.60697,0.6698137680307651
架空の野球選手	133.82091,0.6877306541240036
日本のドラマ映画	44.60697,0.6759057828651649
戦後日本を舞台とした作品	89.21394,0.6844015698435608
2004年の日本の事件	44.60697,0.6779725006978635
近畿地方のマスコット	89.21394,0.6914787562697348
ギャグアニメ	44.60697,0.6870962998832357
1992年の日本プロ野球	44.60697,0.6896152236821859
日本のスポーツ番組	44.60697,0.6911241457561381
4コマ漫画原作アニメ	44.60697,0.6936806471895957
1970年のテレビアニメ	44.60697,0.6937076029538044
読売新聞の歴史	44.60697,0.6960752231302954
1982年の日本の事件	44.60697,0.7038876279182691
1978年の日本の事件	44.60697,0.7038876279182691
フジサンケイグループ	44.60697,0.7073518530372844
読売テレビの歴史	44.60697,0.708824341410548
とんねるず	44.60697,0.7092150608149209
日本の企業博物館	44.60697,0.7113567692511567
大正時代の建築	44.60697,0.7165721424487242
伝記ドラマ	44.60697,0.7171613497382977
ドカベンの登場人物	44.60697,0.7179404440566736
日本の天皇	44.60697,0.7189430001166888
日本のボクシング会場	89.21394,0.7261427253312661
巨人の星の登場人物	44.60697,0.7194059466754855
占領軍に接収された日本の建築物	44.60697,0.7226749107628269
中間法人	44.60697,0.7303843340212456
佐々木守	44.60697,0.7305343958508543
プロ野球用語	312.24879,0.7721109521302572
吉本興業の番組	44.60697,0.7340579183830451
古関裕而の楽曲	44.60697,0.7353883289633932
千代田区の企業	44.60697,0.7381028025394961
江東区の企業	44.60697,0.7381028025394961
野球雑誌	44.60697,0.7393620110085536
打線	89.21394,0.7463750982686348
日本のプロレス会場	44.60697,0.740114747061233
日本のスポーツ映画	44.60697,0.7405328709540496
S-Fマガジン	44.60697,0.7415759775544358
プロ野球の応援団	44.60697,0.7519155344563451
東京都のマスメディア	89.21394,0.7605397568445065
漫画ゴラク	44.60697,0.755231169831449
ビクターエンタテインメントの楽曲	44.60697,0.7552843423782198
野球アニメ	89.21394,0.7626539961366168
日本プロ野球のマスコットキャラクター	89.21394,0.763120129148142
日本のアメリカンフットボール競技施設	44.60697,0.7597286557824611
日本のスポーツ小説	89.21394,0.7666416137464073
ニンテンドーDS用ソフト	44.60697,0.7624097093221648
日本の短編小説	44.60697,0.7652367887213505
阪急阪神東宝グループの歴史	44.60697,0.7663431628760043
現存しない日本の野球場	44.60697,0.7723585650970858
2010年の日本プロ野球	44.60697,0.7737465391217822
日本の大学野球	44.60697,0.7757001378567652
広島東洋カープ	89.21394,0.7832166371171473
野球映画	44.60697,0.7777115277816051
2004年の日本プロ野球	44.60697,0.7777150652610901
2003年の日本プロ野球	44.60697,0.7777150652610901
2005年の日本プロ野球	44.60697,0.7777150652610901
2008年の日本プロ野球	44.60697,0.7777150652610901
2007年の日本プロ野球	44.60697,0.7777150652610901
朝日放送製作の映画	44.60697,0.7803087077708003
1989年のシングル	44.60697,0.7809587355062297
プロ野球公式戦開催野球場	133.82091,0.7953089223327575
阪神間モダニズム	44.60697,0.7854673310753516
漫画アクションの漫画作品	44.60697,0.7854818674753208
日本テレビの帯番組	44.60697,0.787303968904627
野球漫画	89.21394,0.7952954983460505
西宮市のスポーツ	89.21394,0.7956383259626009
ダイエーの歴史	44.60697,0.7938934383981644
日本のアニメ映画のシリーズ	44.60697,0.7946050781728424
大手町	44.60697,0.7952464041100551
尼崎市のスポーツ	44.60697,0.7956383259626009
哺乳類をモチーフにしたマスコット	89.21394,0.8060377598425559
日本の高校野球	89.21394,0.8063184446942463
日本テレビ動画	44.60697,0.7998371474528998
阪神電気鉄道	357.85749999999996,0.8508308551919647
野球小説	89.21394,0.8105332550182389
神戸新聞社	44.60697,0.8058045808004414
GAORA	312.24879,0.8491441575676482
週刊少年サンデーの漫画作品	44.60697,0.8078977441867664
プロ野球選手一覧	44.60697,0.8080870027945163
CBCテレビのテレビドラマ	44.60697,0.8084325816245244
スーパーファミコン用ソフト	44.60697,0.8145664721952389
産経新聞	44.60697,0.8176427125187606
毎日放送のラジオ番組	133.82091,0.832940994612544
CSの冠番組	44.60697,0.8191025472595267
スカイ・エー	223.03484999999998,0.8486752405014002
毎日放送のテレビドラマ	44.60697,0.8249142918253763
読売ジャイアンツ	401.46272999999997,0.8838705436747575
朝日放送の深夜番組	89.21394,0.8358491072406685
探偵!ナイトスクープ	44.60697,0.8337954645373025
日本プロ野球の試合	133.82091,0.8501432699214468
毎日大映オリオンズ	44.60697,0.8373729835414206
毎日放送の深夜番組	44.60697,0.8379139809975272
サンテレビジョンのテレビ番組	133.82091,0.8526192464229919
ズームイン!!	44.60697,0.8388370601488957
朝日放送	44.60697,0.8401333031793586
かつて日本プロ野球の本拠地として使用された野球場	89.21394,0.8481322011215942
近畿地方の競技場	44.60697,0.8422715982403121
東京ムービー	44.60697,0.8440131243742192
中日ドラゴンズ	223.03484999999998,0.874707875819107
日本テレビ系アニメ	44.60697,0.8475924067018888
野球ゲームソフト	44.60697,0.8492066831474745
大阪市のスポーツ施設	44.60697,0.85103361229059
プロ野球日本シリーズ	267.64182,0.8861731337911248
ハヤカワ文庫	44.60697,0.8533143391321076
テレビ大阪番組	44.60697,0.8552844646123194
兵庫県のスポーツ	44.60697,0.8560402737037172
読売テレビ番組	89.21394,0.8637093813790091
東京都を舞台とした作品	44.60697,0.8580478891915656
兵庫県を舞台とした作品	133.82091,0.8765679381052401
西宮市の建築物	44.60697,0.8667940593620944
毎日放送のドキュメンタリー番組	44.60697,0.8673249350064027
兵庫県の博物館	44.60697,0.8678170403490185
兵庫県のコンサート会場	44.60697,0.8683414777303406
大阪府のコンサート会場	44.60697,0.8683414777303406
神戸市のスポーツ施設	44.60697,0.8687552607422089
近畿地方の野球場	223.03484999999998,0.8991157074033305
松竹ロビンス	44.60697,0.8715705056309061
朝日放送の特別番組	44.60697,0.8743992148779414
神戸市のスポーツ史	44.60697,0.8747674039284375
阪急電鉄	44.60697,0.875376352654015
徳島市のスポーツ施設	44.60697,0.8755625212367844
埼玉県を舞台とした作品	44.60697,0.8765679381052401
大阪府を舞台とした作品	44.60697,0.8765679381052401
明治大学	44.60697,0.8769855493532449
千葉ロッテマリーンズ	44.60697,0.8781612401154825
毎日放送の情報・ワイドショー番組	44.60697,0.8788205969719097
大阪府のマスメディア	89.21394,0.8862505394090077
東京ヤクルトスワローズ	89.21394,0.886456761108534
読売テレビの情報・ワイドショー番組	44.60697,0.8796975182337595
関西テレビの情報・ワイドショー番組	44.60697,0.8811832915125497
兵庫県のスポーツ施設	133.82091,0.8952683649917175
北海道日本ハムファイターズ	89.21394,0.8887626853997858
横浜市のスポーツ史	44.60697,0.8831841885358943
香川県のマスメディア	44.60697,0.8847267663248043
現存しない兵庫県の建築物	44.60697,0.8850988554718117
埼玉西武ライオンズ	133.82091,0.8992551664941215
兵庫県のマスメディア	44.60697,0.8860660685665226
広島県のマスメディア	44.60697,0.8860660685665226
甲子園	268.64356,0.9217532970121061
オリックス・バファローズ	89.21394,0.8944119204481537
大阪市西区の企業	44.60697,0.8877872372103418
TBSのスペシャルドラマ	44.60697,0.890276292106563
大阪市中央区の歴史	44.60697,0.8908916154687397
四国地方の野球場	89.21394,0.8998684777857103
西宮市の企業	179.42962,0.9144922818455443
阪急阪神ホールディングス	44.60697,0.8947444441503334
高知県のスポーツ施設	44.60697,0.8952683649917175
沖縄県のスポーツ施設	44.60697,0.8952683649917175
東映フライヤーズ	44.60697,0.8976939703701591
毎日放送の帯番組	44.60697,0.8983839190348099
横浜ベイスターズ	44.60697,0.8990139283838149
九州・沖縄地方の野球場	44.60697,0.8998684777857103
大阪府発祥の企業	44.60697,0.9009370104535798
内容が過剰となっている記事	133.82091,0.9166666666666667
南海ホークス	133.82091,0.9175312932922081
長嶋茂雄	44.60697,0.9038198705622508
王貞治	44.60697,0.9038198705622508
阪急ブレーブス	89.21394,0.9142945176726334
大阪近鉄バファローズ	89.21394,0.9152407575795526
日本プロ野球の本拠地野球場	133.82091,0.9258945260865463
朝日放送のバラエティ番組	44.60697,0.9151455322281571
大洋ホエールズ	44.60697,0.9157274071823936
関西テレビのミニ番組	44.60697,0.915785546900516
福岡ダイエーホークス	44.60697,0.9162670056089351
読売テレビのバラエティ番組	44.60697,0.9191417145347507
四国アイランドリーグplus公式戦開催野球場	89.21394,0.9315098629474151
必殺スペシャル	44.60697,0.9293802998298527
日本のプロ野球	44.60697,0.9300480313158881
兵庫県を舞台とした映画作品	44.60697,0.9347976611469527
大阪府を舞台とした映画作品	44.60697,0.937188446630063
NPBの球団歌	44.60697,0.9383818074153556
阪神タイガース及びその前身球団の選手	44.60697,0.9420692715254558
徳島インディゴソックス	44.60697,0.9480542781589875
横浜市中区の歴史	44.60697,0.9523369404078074
長田区の歴史	44.60697,0.9534896666857184
神戸市中央区の企業	44.60697,0.9538626686099679
宜野座村	44.60697,0.9626398533950618
日本プロ野球のファームチーム	44.60697,0.9720230516975307
安芸市	44.60697,0.9754462448559669
トラ	44.60697,0.9888888888888888
整理が必要な項目	44.60697,1.0
説明が求められている文章がある記事	44.60697,1.0
## IMINE2-J-029	クレヨンしんちゃん
存命人物	2568.2190819999987,
クレヨンしんちゃんのアニメソング	1155.1278450000002,0.007661485890652557
アニメ関係者	1101.4133660000002,0.12066011495514409
アニメ関係者	61.796974,0.2630277777777778
アニメプロデューサー	120.748835,0.29300224295455224
日本の女性声優	1098.912638,0.44400535445995765
山で遭難死した人物	59.287865,0.3263749992020669
東京都出身の人物	793.649764,0.4219534473105577
絶筆作品	134.82265,0.3521850976329328
架空の著作家	61.84203,0.34384685218556277
アニメの脚本家	181.667775,0.3593652476656884
1965年生	305.39157,0.3935841258344877
1959年生	182.94343,0.3935841258344877
1998年設立の企業	59.602325,0.3821661516261913
1960年生	123.92110199999999,0.3935841258344877
1964年生	123.810576,0.3935841258344877
1962年生	123.793622,0.3935841258344877
