## IMINE2-J-001	cvs
月刊サンデーGENE-X	20.190277,78.80580071178383
オックスフォード大学出身の人物	24.099052,82.3797413602581
カリフォルニア州の都市圏	26.100277,84.95503919701507
奥秩父の山	26.616875,86.99690131366638
カリフォルニア州の観光地	33.724514,92.93779183633642
ヒマラヤ山脈	26.616875,89.46788315413825
イギリスのスリラー映画	18.971577,85.00880931272579
アメリカ合衆国のスリラー映画	18.971577,85.66212585196308
チベットの山	26.616875,91.98953437561735
お願い!ランキング	25.56559,92.75932102531198
架空のウサギ	22.005543,90.87839672735295
信州大学出身の人物	22.437948,92.02836505241187
チベット自治区	26.616875,96.03605353973697
カリフォルニア州の地形	32.80455,101.96067710409038
ピーター・ハイアムズの監督映画	18.971577,92.39083086680395
ネバダ州の河川	27.969433,100.2509144033344
アメリカ合衆国のサスペンス映画	18.971577,96.2332288916985
イギリスのサスペンス映画	18.971577,97.18178784775436
アメリカ合衆国の推理作家	22.005543,102.65336988186584
長野県の山	26.616875,109.08241186981974
山梨県の山	26.616875,110.12139783840885
北カリフォルニアの地理	26.100277,112.4250505601499
テレビ朝日・ABC金曜9時枠の連続ドラマ主題歌	25.56559,113.00156907423468
ミシガン州選出のアメリカ合衆国上院議員	22.005543,115.55867794569166
アメリカ合衆国海軍長官	22.005543,118.81098920208117
## IMINE2-J-020	ミンク
存命人物	151.33559799999998,
イタチ科	141.88124570000002,0.0
日本の外来種	134.82265,0.5151350308641975
特定外来生物	134.82265,1.0179438814288502
水泳選手	89.240825,0.5604700071690495
日本のシンクロナイズドスイミング選手	89.31415299999998,2.1775743696945127
オリンピック水泳日本代表選手	82.4064057,2.996023517202824
リスター予防医学研究所の人物	6.945115,0.9645868741924157
パスツール研究所の人物	6.945115,1.0456324407817374
人名の曖昧さ回避	13.813903700000001,1.7150679928061143
日本の自動車技術180選	6.9491754,1.4993740074864337
有機化合物	6.9369364,1.6835799476636322
動物	28.0551572,2.8123450338872105
日本のオリンピック銅メダリスト	61.8529635,4.646283316221366
ホーチミン市の大学	27.4280461,3.347979861453077
食文化	20.861770099999998,3.297080346578288
日本の国内競技連盟	6.8406053,2.4897411843044543
19世紀の自然科学者	6.9371085,2.7515718374470888
携帯電話	6.9438996,2.921740152435125
パズル	20.7373417,4.077683140705599
1974年生	20.6633875,4.208162554542329
学校給食	6.8658123,3.3504258003973417
自動車エンジン技術	6.902096,3.494282817640019
ベトナム	27.4280461,5.462847900635319
冒険旅行	6.8995266,3.8275716569088742
ベトナムの大学	20.6092381,5.320329923039523
スポーツ関係者	20.5765242,5.4450893983416035
ルービックキューブ	20.7373417,5.763050977344591
化学	13.7050916,5.316401667151098
姓	6.9320903,4.585323626738222
クライミング	13.832313599999999,5.652422453410876
Extinct	7.0585957,5.046802240323985
獣医学	20.9427072,6.9047525400350045
1960年生	13.7757966,6.409084839135804
1971年生	13.7453276,6.66312066860516
生物学	13.880042,6.775981634613682
1975年生	13.712934,7.006783037712145
1976年生	13.6923963,7.260818867181499
音楽系教育機関	6.8353553,6.468766104519926
屋内競技施設	13.717151099999999,7.738774029826919
往復動機関	6.902096,6.902429163303901
学校	13.687134799999999,8.10518612270002
バルブ	6.902096,7.2546836240515
バドミントン	20.6103579,9.834168659617802
身体技法	6.932787,7.604673271493391
ミンスクのスポーツ	13.717151099999999,9.115174553244056
1946年設立	6.8406053,8.160895961110482
大学	13.695713399999999,9.657842193692858
調味料	6.8658123,8.428605974426059
ミンスクの建築物	13.717151099999999,10.08612300749244
アミン	13.8251181,10.423616402178991
音楽	13.6635393,10.65397633942926
登山	6.8995266,9.313981455375002
東京都出身の人物	13.6856972,11.125360703508614
人物	6.828184,9.71076510413264
エクストリームスポーツ	6.8995266,10.051103122379208
水泳関連一覧	6.9739323,10.334434040579488
動物の感染症	13.905751200000001,12.312170701501818
科学者	6.9371085,10.759353018474043
1965年竣工船	6.9943027,10.892297647534539
電子楽器	6.845414,11.224259072027959
大阪府出身の人物	27.488553,17.214173250234317
医学	6.843086,11.636579732882225
コンピュータゲーム関連の人物	7.005386,11.93937147446921
1967年没	6.945115,12.235064469904287
ユダヤ系ポーランド人	6.945115,12.450207354410937
サッカー	13.6780676,14.669098702575603
有機窒素化合物	6.9369364,12.808870471960699
自転車競技場	6.8897204,13.012439589579884
プログラミング言語	6.824911,13.267090967211862
1917年没	6.8282185,13.558660085443824
ワルシャワ出身の人物	6.945115,13.893969871027876
アルコール	6.8881817,14.15454516510591
スポーツ	6.8995266,14.261329678175459
1949年生	7.005386,14.535034745554308
1970年生	6.936161,14.789070575023661
1972年生	6.9342523,15.043106404493017
スケートリンク	13.717151099999999,17.94995378282727
紋章学	7.037187,15.697533027196693
1991年生	6.9181366,15.90468760292072
コンピュータ	6.824911,16.097665163754215
1963年生	6.878865,16.263975351764802
1980年生	6.839458,16.518011181234154
1978年生	6.839458,16.77204701070351
南アメリカ	6.8353553,16.915217838844317
1966年生	6.8351192,17.14296798683734
1985年生	6.8255863,17.3970038163067
楽器	6.845414,17.63554497004204
1858年没	6.9371085,17.80679246454609
1982年生	6.8255863,18.01153652338259
菓子の商品名	6.9001417,18.313879090177046
カナダ	13.8025503,21.993592424118113
1884年生	6.945115,18.877121208378146
獣医微生物学	7.036956,19.18460327852473
1778年生	6.9371085,19.377870567157565
共産主義	6.911261,19.568150472807726
日本大学出身の人物	27.4691695,30.523115551306184
アジアの画像提供依頼	6.8531566,20.154275103273235
1826年生	6.8282185,20.2902603753143
アイスホッケー競技施設	13.717151099999999,24.370269863656894
携帯電話	6.9438996,20.86480305884645
市販清涼飲料水	13.961628399999999,24.994994256832868
2011年のスポーツ	6.862451,21.314170215006243
国際ローミング	6.9438996,21.66184967818048
オランダの食文化	6.9001417,21.988862937392195
舞台芸術	6.837497,22.226803154407943
ベラルーシの競技場	13.717151099999999,26.555772222861723
登録商標	7.161215,22.927361407180523
アミド	6.871483,23.209080129464475
映画	6.906795,23.38219923256615
スラヴ語の姓	6.900896,23.70127705980079
空港	6.8819637,23.952945422169403
コミンテルン	6.911261,24.25143618760533
重慶出身の人物	6.9181366,24.605680737788376
2011年のイギリス	6.862451,24.864306464886283
軍艦	6.9943027,25.130212567341875
漫画	6.881501,25.55529687090896
2006年の映画	6.906795,25.799454279934473
鳥類	13.832396,31.02871612876236
ホーチミン市のスポーツ	6.8531566,26.441237585664524
シンクロナイズドスイミング	6.9703856,26.829702201870788
鉄道駅	6.8282585,27.101850015072124
水泳指導者	6.834069,27.26795104900821
一般用医薬品	7.161215,27.86087140073264
ホーチミン市の建築物	6.8531566,27.976730470501344
フラミンゴ目	27.670955099999997,44.026310926129305
継続中の作品	6.881501,28.658831978350108
チェコ・ユダヤ系オーストリア人	6.8282185,29.404380727094757
情報の更新が必要とされている項目/2010年以前	6.9438996,29.93582653404361
水泳大会	6.9703856,30.1297772274911
ロンドンのスポーツ	6.862451,30.372545707641297
ソフトドリンク	6.8658123,30.731553926507686
日本のバドミントン選手	20.5091496,42.523874306681606
タイ王国	6.8678155,31.80477526871146
ポーランドの生化学者	6.945115,32.192211379239325
アムステルダム出身の人物	6.9371085,32.59283875952346
ハウス食品	6.9048557,33.0071447688653
日本の演奏家	6.828184,33.411008443124956
ドイツ	6.8282585,33.712805461397814
大阪市出身の人物	13.7581923,40.34780927012135
ハンガリー・ユダヤ系オーストリア人	6.8282185,34.696561954874184
アルバム	6.847629,35.28517762521848
オーストリアの作曲家	6.8282185,35.542424257508614
チェコの作曲家	6.8282185,35.97727181145749
検証が求められている記事/2010年1月-6月	6.828184,36.08390600004427
アメリカ合衆国帰化市民	6.945115,36.58704578916218
ヘラルディック・ティンクチャー	7.037187,37.03887412978256
日本のオリンピック銀メダリスト	20.6633875,50.61519738696457
芳香族アミン	13.691918600000001,44.57779510316829
アミノ酸	6.843086,38.510461743214705
バドミントン大会	6.9117756,38.97048654865577
ロシアの作曲家	6.8282185,39.59170526751053
アメリカ合衆国のコミュニティ・カレッジ	13.6773658,47.57148587919243
横浜市出身の人物	13.8704161,48.482984277076966
ポーランド系アメリカ人	6.945115,41.87468397434991
ロマン派の作曲家	6.8282185,42.22983385197756
日本の植物園	7.014964,42.817112279789384
モーリス・メーテルリンク	6.837497,43.002228693646025
オリンピックシンクロナイズドスイミング競技	13.9778183,51.2541305214703
イギリス開催の国際スポーツ競技大会	6.862451,44.62752813855502
海獣	7.0585957,45.605919187856536
ブルノ出身の人物	6.8344193,46.126938427585046
韓国の俳優	6.9342523,46.878855885161535
シルク・ドゥ・ソレイユ	6.878865,47.3838140783524
DNAウイルス	7.036956,48.29247512953922
フェノールエーテル	6.85831,48.609900008439276
エクアドルの県	6.8353553,49.06122291543934
単糖	6.871483,49.660859822419575
オランダの動物学者	6.9371085,50.34733191104071
1960年代のミュージカル	6.837497,50.76254502392867
セダン	6.9491754,51.537549753845944
日本のバドミントン	6.8406053,51.82863390398319
含窒素複素環式化合物	6.85831,52.35189060933514
ベラルーシの空港	6.8819637,53.71641213258956
ドイツの鉄道駅	6.8282585,54.43551953015395
アミノ糖	6.871483,55.01665745818323
イギリスの空港	6.91889,55.60472835193232
ワシントン条約附属書II	13.885459,65.71532928548999
バレエ作曲家	6.8282185,57.253296428157604
世界バドミントン選手権大会	6.862451,57.85865342247464
シンクロナイズドスイミング選手	6.9739323,58.619612720615876
アジア競技大会における各競技	6.9703856,59.498840657864804
栄養ドリンク	7.161215,60.37472421301737
阿久悠が制作した楽曲	6.847629,60.73465373740742
オリンピックにおける各競技のメダリスト一覧	6.9739323,62.16111584883073
ワイオミング州の大学	13.6773658,72.14151974250457
鳥を題材とした作品	6.837497,63.235765434140184
いすゞの車種	6.9491754,64.15589002467617
筑波大学の教員	6.850445,64.62093223945998
チェコのオリンピック選手	6.8344193,65.42991878460843
水泳漫画	6.881501,66.16595840489822
アメリカ合衆国のポルノ女優	6.8947496,67.15421038498789
抗ヒスタミン薬	6.85831,67.90183002489131
アメリカ合衆国のアダルトモデル	6.8947496,68.52254842157731
2008年のアルバム	6.847629,69.63005214152527
ベンジャミン・フランクリン級原子力潜水艦	6.9943027,70.64817022914391
カバー・アルバム	6.847629,71.01031048989293
クラシエ	6.9001417,71.81902327230101
中国のオリンピック金メダリスト	6.9181366,72.5614349094329
佐賀県出身の人物	6.857977,73.04046399782993
兵庫県出身の人物	6.878865,73.78053601343247
茨城県出身の人物	6.878865,74.33216970761548
岩手県出身の人物	6.839458,74.8838034017985
京都府出身の人物	6.839458,75.43543709598151
滋賀県出身の人物	6.8255863,75.98707079016451
福井県出身の人物	6.8255863,76.68048365438972
ベトナムのサッカー競技施設	6.8531566,78.191089120343
韓国のLGBT関連映画	6.906795,79.08410445354993
在日韓国・朝鮮人のスポーツ選手	6.9077473,80.27333598129403
カリフォルニア州の人物	6.8947496,81.12239787070627
チェコのシンクロナイズドスイミング選手	6.8344193,81.79147003570138
韓国のオリンピック選手	6.9077473,82.54615747506818
バンコクの区	6.8678155,83.53761330570639
